,CAD Event Number,Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,Original Time Queued,Arrived Time,Precinct,Sector,Beat
4365906,2009000292317,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT","--SUSPICIOUS CIRCUM. - BUILDING (OPEN DOOR, ETC)",08/19/2009 01:54:56 AM,08/19/2009 04:01:57 AM,SOUTHWEST,FRANK,F3
680989,2020000290060,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,2,HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),--HAZARDS - HAZARDS,10/10/2020 02:26:13 PM,10/10/2020 02:42:18 PM,WEST,KING,K1
2188383,2017000083336,ASSISTANCE RENDERED,ONVIEW,7,DIRECTED PATROL ACTIVITY,--PREMISE CHECKS - CRIME PREVENTION,03/08/2017 05:37:15 PM,03/08/2017 05:37:15 PM,WEST,KING,K3
3134306,2012000407923,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,11/29/2012 01:04:35 PM,11/29/2012 01:04:35 PM,WEST,MARY,M3
2201150,2022000208173,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",2,HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),--HAZARDS - HAZARDS,08/08/2022 12:01:57 PM,08/08/2022 12:42:17 PM,WEST,KING,K3
593943,2010000175894,NO SUCH ADDRESS OR LOCATION,ALARM CALL (NOT POLICE ALARM),3,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",--ALARM-RESIDENTIAL BURG,05/27/2010 03:01:50 PM,05/27/2010 03:15:38 PM,NORTH,LINCOLN,L3
4702131,2009000427399,OTHER REPORT MADE,ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,12/12/2009 03:28:40 AM,12/12/2009 03:28:41 AM,SOUTHWEST,WILLIAM,W1
692360,2010000047025,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - BUSINESS CHECK,02/10/2010 01:11:32 PM,02/10/2010 01:11:32 PM,EAST,GEORGE,G2
755593,2021000337845,NO POLICE ACTION POSSIBLE OR NECESSARY,"TELEPHONE OTHER, NOT 911",2,TRAFFIC - BLOCKING ROADWAY,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),12/23/2021 08:53:52 PM,01/01/1900 12:00:00 AM,NORTH,NORA,N3
1309357,2010000248578,FOLLOW-UP REPORT MADE,ONVIEW,3,FOLLOW UP,--ROBBERY - STRONG ARM,07/19/2010 04:01:44 PM,07/19/2010 04:01:45 PM,EAST,CHARLIE,C3
4354663,2010000242553,ASSISTANCE RENDERED,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,07/14/2010 11:14:24 PM,07/14/2010 11:14:24 PM,EAST,EDWARD,E1
1929787,2019000153751,ASSISTANCE RENDERED,ONVIEW,9,"-ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","-ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",04/30/2019 04:07:07 PM,04/30/2019 04:07:07 PM,NORTH,NORA,N3
3254179,2013000038971,REPORT WRITTEN (NO ARREST),911,3,PROPERTY - DAMAGE,--PROPERTY DEST (DAMG),02/03/2013 04:28:13 PM,02/03/2013 06:40:25 PM,NORTH,BOY,B2
2223948,2019000276130,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/27/2019 08:33:13 AM,01/01/1900 12:00:00 AM,NORTH,JOHN,J3
3120711,2017000378564,REPORT WRITTEN (NO ARREST),911,1,SUICIDE - IP/JO SUICIDAL PERSON AND ATTEMPTS,--DV - DOMESTIC VIOL/ASLT (ARREST MANDATORY),10/11/2017 04:35:52 PM,10/11/2017 04:40:09 PM,NORTH,JOHN,J2
967127,2009000263892,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,07/28/2009 12:37:19 PM,07/28/2009 12:37:19 PM,NORTH,LINCOLN,L3
4733845,2010000178649,OTHER REPORT MADE,ONVIEW,7,TRAFFIC STOP - OFFICER INITIATED ONVIEW,--TRAFFIC - MOVING VIOLATION,05/29/2010 12:08:54 PM,05/29/2010 12:08:54 PM,SOUTH,SAM,S3
4651189,2018000462465,REPORT WRITTEN (NO ARREST),911,2,"DISTURBANCE, MISCELLANEOUS/OTHER",--PROWLER - TRESPASS,12/12/2018 06:10:37 AM,12/12/2018 06:15:50 AM,EAST,EDWARD,E1
2167235,2019000122980,REPORT WRITTEN (NO ARREST),911,1,BURG - IP/JO - RES (INCL UNOCC STRUCTURES),--BURGLARY - RESIDENTIAL OCCUPIED,04/07/2019 07:39:05 AM,04/07/2019 07:42:12 AM,SOUTH,SAM,S1
3344827,2020000198745,ASSISTANCE RENDERED,911,2,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,--DISTURBANCE - OTHER,06/27/2020 11:09:25 AM,06/27/2020 12:22:10 PM,EAST,EDWARD,E1
4962844,2017000169852,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,05/14/2017 04:50:10 PM,05/14/2017 04:50:10 PM,SOUTH,ROBERT,R1
4340077,2022000204012,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - BUSINESS CHECK,08/04/2022 01:12:17 PM,08/04/2022 01:12:17 PM,WEST,MARY,M3
3757706,2013000015446,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",5,TRU - ACC - HIT AND RUN,--TRAFFIC - MV COLLISION INVESTIGATION,01/14/2013 09:15:47 AM,01/14/2013 09:16:06 AM,WEST,QUEEN,Q3
492166,2018000234100,ASSISTANCE RENDERED,911,3,NUISANCE - MISCHIEF,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),06/26/2018 09:34:30 PM,01/01/1900 12:00:00 AM,NORTH,UNION,U2
4447786,2014000276676,ASSISTANCE RENDERED,911,2,TRESPASS,--DISTURBANCE - OTHER,08/20/2014 05:12:47 AM,08/20/2014 05:19:30 AM,WEST,DAVID,D2
3707850,2014000330577,ASSISTANCE RENDERED,911,2,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,10/03/2014 08:09:59 AM,10/03/2014 08:12:25 AM,SOUTH,ROBERT,R2
525121,2010000089107,SERVICE OF DVPA ORDER,ONVIEW,3,ORDER - ASSIST DV VIC W/SRVC OF COURT ORDER,--DV - ASSIST VICTIM BY COURT ORDER,03/18/2010 09:10:01 AM,03/18/2010 09:10:01 AM,WEST,MARY,M3
3551196,2014000323822,ASSISTANCE RENDERED,911,2,WARRANT - MISD WARRANT PICKUP,--WARRANT SERVICES - FELONY,09/27/2014 05:39:02 PM,09/27/2014 10:11:11 PM,SOUTHWEST,FRANK,F3
1828204,2013000211552,ASSISTANCE RENDERED,ONVIEW,7,PREDICTIVE POLICING,--PREDICTIVE POLICING PATROL,06/18/2013 09:02:37 AM,06/18/2013 09:02:37 AM,NORTH,LINCOLN,L3
663930,2019000436687,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,11/23/2019 09:47:00 PM,11/23/2019 09:59:51 PM,NORTH,BOY,B1
3176777,2017000295565,ASSISTANCE RENDERED,911,2,TRESPASS,--DISTURBANCE - OTHER,08/10/2017 07:15:23 PM,08/10/2017 10:12:53 PM,NORTH,LINCOLN,L1
4634844,2012000029443,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,01/31/2012 04:36:46 AM,01/31/2012 04:36:46 AM,NORTH,BOY,B1
2141504,2022000162502,REPORT WRITTEN (NO ARREST),911,1,"CHILD - IP/JO - ABAND, ABUSE, MOLEST, NEGLECT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,06/25/2022 01:26:23 PM,06/25/2022 01:42:38 PM,WEST,KING,K1
983830,2020000091138,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,1,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,03/13/2020 03:41:57 AM,03/13/2020 03:41:58 AM,WEST,QUEEN,Q3
223100,2012000222350,ASSISTANCE RENDERED,911,3,ORDER  - SERVICE OF DV COURT ORDER,--DV - STANDBY TO ASSURE PEACE,07/11/2012 10:20:29 PM,07/11/2012 11:02:18 PM,NORTH,BOY,B3
2276299,2017000474589,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,911,1,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,12/27/2017 10:55:02 AM,12/27/2017 11:02:22 AM,EAST,CHARLIE,C1
3354919,2009000236315,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,BURG - RES (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",07/07/2009 06:25:08 PM,07/07/2009 08:12:28 PM,EAST,CHARLIE,C3
800309,2019000396084,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY","PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",10/24/2019 05:32:42 AM,10/24/2019 05:32:42 AM,SOUTH,OCEAN,O3
2032008,2020000057801,RESPONDING UNIT(S) CANCELLED BY RADIO,911,2,TRESPASS,--PROWLER - TRESPASS,02/15/2020 07:49:54 AM,01/01/1900 12:00:00 AM,NORTH,UNION,U2
181736,2021000275296,REPORT WRITTEN (NO ARREST),911,2,"DISTURBANCE, MISCELLANEOUS/OTHER",--DISTURBANCE - OTHER,10/17/2021 04:45:50 PM,10/17/2021 04:48:27 PM,SOUTHWEST,FRANK,F1
3314775,2019000253028,ASSISTANCE RENDERED,ONVIEW,3,TRAFFIC - ASSIST MOTORIST,--TRAFFIC - ASSIST MOTORIST,07/10/2019 11:48:37 PM,07/10/2019 11:48:37 PM,SOUTHWEST,FRANK,F1
4870817,2010000100409,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--ASSIST PUBLIC - OTHER (NON-SPECIFIED),03/27/2010 01:06:20 PM,03/27/2010 01:06:20 PM,WEST,KING,K3
2900971,2010000276512,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,BURG - COMM BURGLARY (INCLUDES SCHOOLS),--PROPERTY DEST (DAMG),08/09/2010 09:34:19 AM,08/09/2010 02:21:19 PM,SOUTH,OCEAN,O2
275544,2016000033976,REPORT WRITTEN (NO ARREST),911,2,DIST - DV - NO ASLT,"--DV - ARGUMENTS, DISTURBANCE (NO ARREST)",01/29/2016 04:00:09 AM,01/29/2016 04:10:53 AM,EAST,GEORGE,G3
2986856,2012000132658,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,04/30/2012 08:34:04 PM,04/30/2012 08:34:04 PM,EAST,EDWARD,E2
4552424,2021000168149,ASSISTANCE RENDERED,911,2,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,07/04/2021 07:00:40 PM,07/04/2021 07:16:39 PM,SOUTHWEST,WILLIAM,W2
1036309,2012000215401,ASSISTANCE RENDERED,911,2,"LEWD -  (EXPOSING, FLASHING)",--NARCOTICS - OTHER,07/06/2012 07:55:22 PM,07/06/2012 08:00:40 PM,NORTH,UNION,U2
1351191,2016000195332,REPORT WRITTEN (NO ARREST),911,3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,06/03/2016 01:14:05 AM,06/03/2016 01:17:53 AM,WEST,KING,K3
2495921,2019000287058,REPORT WRITTEN (NO ARREST),911,2,DIST - DV - NO ASLT,--DISTURBANCE - OTHER,08/04/2019 12:24:25 AM,08/04/2019 12:30:06 AM,SOUTHWEST,WILLIAM,W3
2909701,2010000418303,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - REQUEST TO WATCH,12/04/2010 10:34:44 AM,12/04/2010 10:34:44 AM,WEST,DAVID,D2
2255987,2018000281844,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,--CRISIS COMPLAINT - GENERAL,07/30/2018 05:57:09 PM,07/30/2018 06:20:07 PM,EAST,GEORGE,G3
1248244,2021000097292,ASSISTANCE RENDERED,ONVIEW,3,"DISTURBANCE, MISCELLANEOUS/OTHER",--DISTURBANCE - OTHER,04/21/2021 05:50:03 PM,04/21/2021 05:50:03 PM,NORTH,JOHN,J3
2016352,2020000000578,ASSISTANCE RENDERED,ONVIEW,7,DIRECTED PATROL ACTIVITY,--DIRECTED PATROL ACTIVITY,01/01/2020 12:54:29 PM,01/01/2020 12:54:29 PM,SOUTHWEST,WILLIAM,W2
2056566,2010000440783,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,12/23/2010 04:18:32 PM,12/23/2010 04:18:32 PM,EAST,GEORGE,G1
2308461,2022000238511,ASSISTANCE RENDERED,ONVIEW,3,ASSIST PUBLIC - NO WELFARE CHK OR DV ORDER SERVICE,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),09/07/2022 11:18:43 AM,09/07/2022 11:18:43 AM,WEST,QUEEN,Q2
1134763,2022000167449,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT & RECOVERY,--AUTOMOBILES - AUTO THEFT,06/30/2022 04:35:50 PM,06/30/2022 06:21:55 PM,SOUTHWEST,FRANK,F3
2120711,2014000196844,ASSISTANCE RENDERED,ONVIEW,3,LIQUOR VIOLATIONS - ADULT,--PREMISE CHECKS - CRIME PREVENTION,06/20/2014 06:49:33 AM,06/20/2014 06:49:33 AM,WEST,KING,K2
2790587,2013000414532,REPORT WRITTEN (NO ARREST),911,1,MVC - WITH INJURIES (INCLUDES HIT AND RUN),--TRAFFIC - MV COLLISION INVESTIGATION,11/15/2013 06:36:22 PM,11/15/2013 06:42:29 PM,NORTH,JOHN,J2
4218522,2012000211356,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,AUTO THEFT - VEH THEFT OR THEFT & RECOVERY,--AUTOMOBILES - AUTO THEFT,07/03/2012 11:17:44 PM,07/03/2012 11:25:28 PM,WEST,QUEEN,Q2
728166,2014000169472,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,05/30/2014 04:13:59 AM,05/30/2014 04:13:59 AM,SOUTH,SAM,S2
435709,2016000239203,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/04/2016 10:59:49 PM,07/05/2016 03:54:09 AM,NORTH,LINCOLN,L1
216652,2020000346362,ASSISTANCE RENDERED,911,2,"DISTURBANCE, MISCELLANEOUS/OTHER",--PROWLER - TRESPASS,12/17/2020 05:09:21 AM,12/17/2020 05:12:21 AM,WEST,MARY,M3
874022,2019000368374,ASSISTANCE RENDERED,911,1,SUICIDE - IP/JO SUICIDAL PERSON AND ATTEMPTS,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),10/02/2019 06:22:40 PM,10/02/2019 07:43:08 PM,SOUTHWEST,WILLIAM,W3
1392170,2017000219601,RESPONDING UNIT(S) CANCELLED BY RADIO,911,2,TRESPASS,--DISTURBANCE - OTHER,06/18/2017 03:11:28 PM,01/01/1900 12:00:00 AM,NORTH,BOY,B1
452754,2011000286366,PHYSICAL ARREST MADE,911,1,ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),"--ASSAULTS, OTHER",08/31/2011 02:58:53 AM,08/31/2011 03:02:31 AM,SOUTH,OCEAN,O2
1468324,2013000032377,ASSISTANCE RENDERED,ONVIEW,7,DIRECTED PATROL ACTIVITY,--DIRECTED PATROL ACTIVITY,01/29/2013 12:52:58 AM,01/29/2013 12:52:58 AM,SOUTH,SAM,S3
1251569,2021000107919,ASSISTANCE RENDERED,911,1,UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE),"--ASSIST PUBLIC - 911 HANG UP, OPEN LINE",05/03/2021 04:04:57 PM,05/03/2021 04:23:52 PM,SOUTH,SAM,S3
1577825,2021000255578,ASSISTANCE RENDERED,911,3,TRAFFIC - MOVING VIOLATION,--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,09/27/2021 07:42:42 PM,01/01/1900 12:00:00 AM,WEST,DAVID,D2
671887,2022000009700,ASSISTANCE RENDERED,911,2,PROPERTY - DAMAGE,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,01/12/2022 05:16:25 PM,01/12/2022 05:27:08 PM,WEST,DAVID,D2
3589636,2019000450306,ASSISTANCE RENDERED,ONVIEW,9,-PRISONER ESCORT - BUSY CODE,-PRISONER ESCORT - BUSY CODE,12/05/2019 12:55:38 PM,12/05/2019 12:55:38 PM,NORTH,NORA,N3
170320,2013000108598,ASSISTANCE RENDERED,ONVIEW,2,ASSIST OTHER AGENCY - ROUTINE SERVICE,--ASSIST OTHER AGENCY - CITY AGENCY,04/01/2013 01:13:30 AM,04/01/2013 01:13:30 AM,NORTH,UNION,U3
4310790,2018000285990,CITATION ISSUED (CRIMINAL OR NON-CRIMINAL),"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),08/02/2018 03:17:36 PM,01/01/1900 12:00:00 AM,NORTH,BOY,B1
2472834,2014000085506,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),03/20/2014 03:14:47 PM,01/01/1900 12:00:00 AM,WEST,KING,K3
2039852,2016000019123,ASSISTANCE RENDERED,ONVIEW,7,DIRECTED PATROL ACTIVITY,--DIRECTED PATROL ACTIVITY,01/16/2016 10:35:03 PM,01/16/2016 10:35:03 PM,SOUTH,OCEAN,O1
3017916,2010000392586,ASSISTANCE RENDERED,ONVIEW,3,FOLLOW UP,--TRAFFIC - MV COLLISION INVESTIGATION,11/10/2010 08:44:44 AM,11/10/2010 08:44:44 AM,EAST,EDWARD,E3
54662,2021000050580,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,03/01/2021 09:18:38 AM,03/01/2021 09:18:38 AM,EAST,CHARLIE,C3
4848117,2020000160596,ORAL WARNING GIVEN,911,2,"DISTURBANCE, MISCELLANEOUS/OTHER",--CRISIS COMPLAINT - GENERAL,05/15/2020 05:24:45 PM,05/15/2020 05:42:49 PM,NORTH,UNION,U3
3344786,2010000196199,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"NOISE - DISTURBANCE (PARTY, ETC)",--DISTURBANCE - NOISE,06/11/2010 12:45:37 AM,06/11/2010 12:52:04 AM,NORTH,UNION,U1
3208120,2019000142283,REPORT WRITTEN (NO ARREST),"TELEPHONE OTHER, NOT 911",3,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"--ASSAULTS - HARASSMENT, THREATS",04/22/2019 09:27:28 AM,04/22/2019 12:01:26 PM,NORTH,JOHN,J1
3015464,2014000403595,REPORT WRITTEN (NO ARREST),911,3,BURG - COMM BURGLARY (INCLUDES SCHOOLS),--BURGLARY - NON RESIDENTIAL/COMMERCIAL,12/05/2014 10:20:01 AM,12/05/2014 11:47:40 AM,NORTH,BOY,B3
4553759,2010000132585,RESPONDING UNIT(S) CANCELLED BY RADIO,ONVIEW,3,BURG - RES (INCL UNOCC STRUCTURES ON PROP),"--BURGLARY - RESIDENTIAL, UNOCCUPIED",04/23/2010 07:47:45 PM,04/23/2010 07:47:45 PM,WEST,QUEEN,Q3
1921050,2018000252524,ORAL WARNING GIVEN,911,2,TRESPASS,--PROWLER - TRESPASS,07/10/2018 04:58:59 AM,01/01/1900 12:00:00 AM,NORTH,JOHN,J3
4772890,2010000157647,ASSISTANCE RENDERED,ONVIEW,2,FOUND - PERSON,--PERSON - FOUND PERSON,05/14/2010 07:55:09 AM,05/14/2010 07:55:09 AM,NORTH,JOHN,J2
1316812,2022000173423,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,ONVIEW,3,PARKING VIOLATION (EXCEPT ABANDONED CAR),--TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR),07/06/2022 11:09:06 AM,07/06/2022 11:09:06 AM,NORTH,UNION,U2
3677726,2011000099742,ORAL WARNING GIVEN,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,03/28/2011 12:09:39 PM,03/28/2011 12:09:39 PM,WEST,DAVID,D1
2543525,2017000154334,UNABLE TO LOCATE INCIDENT OR COMPLAINANT,"TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE OR INCIDENT",--SUSPICIOUS CIRCUM. - SUSPICIOUS VEHICLE,05/03/2017 01:01:12 PM,05/03/2017 01:18:02 PM,SOUTH,ROBERT,R3
2095446,2009000444676,ORAL WARNING GIVEN,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--INTOX & LIQ VIOLS - ADULTS (VIOLATIONS),12/28/2009 11:25:36 PM,12/28/2009 11:25:36 PM,WEST,DAVID,D1
4269643,2018000287994,ASSISTANCE RENDERED,911,3,"NOISE - DISTURBANCE (PARTY, ETC)",--DISTURBANCE - NOISE RESIDENTIAL,08/03/2018 11:46:19 PM,08/03/2018 11:55:48 PM,SOUTHWEST,FRANK,F3
920808,2016000109399,ASSISTANCE RENDERED,911,2,SHOPLIFT - THEFT,--THEFT - SHOPLIFT,03/30/2016 01:16:39 PM,03/30/2016 01:36:58 PM,WEST,KING,K3
1294371,2011000131576,ASSISTANCE RENDERED,911,2,"ACC - NON INJURY, BLOCKING",--TRAFFIC - MV COLLISION INVESTIGATION,04/25/2011 02:04:09 PM,04/25/2011 02:14:38 PM,EAST,GEORGE,G3
4852290,2018000432313,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),11/18/2018 10:27:02 AM,11/18/2018 10:27:02 AM,NORTH,BOY,B3
1300843,2022000053497,REPORT WRITTEN (NO ARREST),ONVIEW,3,"FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC","--FRAUD - FRAUD, INCLUDING BUNCO",03/03/2022 09:39:53 AM,03/03/2022 09:39:53 AM,NORTH,UNION,U2
2410442,2019000310336,ASSISTANCE RENDERED,911,1,BURG - IP/JO - RES (INCL UNOCC STRUCTURES),--ASSIST PUBLIC - OTHER (NON-SPECIFIED),08/20/2019 09:57:40 PM,08/20/2019 10:01:14 PM,SOUTH,SAM,S1
1238734,2014000122978,TRANSPORTATION OR ESCORT PROVIDED,ONVIEW,7,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,04/22/2014 11:09:51 AM,04/22/2014 11:09:51 AM,NORTH,BOY,B3
3519743,2014000122204,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,04/21/2014 04:03:19 PM,04/21/2014 04:03:19 PM,WEST,MARY,M3
513115,2015000099805,STREET CHECK WRITTEN,ONVIEW,3,"DISTURBANCE, MISCELLANEOUS/OTHER",--DISTURBANCE - OTHER,03/27/2015 01:42:10 PM,03/27/2015 01:42:10 PM,WEST,MARY,M2
4112690,2018000012009,ASSISTANCE RENDERED,911,4,PROPERTY - FOUND,--PROPERTY DEST (DAMG),01/10/2018 04:28:05 PM,01/10/2018 06:29:54 PM,NORTH,NORA,N1
2945896,2013000342316,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,09/19/2013 11:22:37 PM,09/19/2013 11:22:37 PM,SOUTH,ROBERT,R3
4280236,2020000341340,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - REQUEST TO WATCH,12/11/2020 03:45:36 AM,12/11/2020 03:45:36 AM,NORTH,UNION,U3
884563,2017000345129,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",1,SUICIDE - IP/JO SUICIDAL PERSON AND ATTEMPTS,--ASSIST PUBLIC - OTHER (NON-SPECIFIED),09/16/2017 09:32:41 AM,09/16/2017 09:40:38 AM,NORTH,NORA,N3
4460315,2010000082576,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",3,"NOISE - DISTURBANCE (PARTY, ETC)",--DISTURBANCE - NOISE,03/12/2010 10:46:17 PM,03/12/2010 10:54:10 PM,NORTH,JOHN,J2
1170357,2021000113265,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",5,TRU - MVC - HIT AND RUN,--TRAFFIC - MV COLLISION INVESTIGATION,05/09/2021 01:08:28 PM,05/09/2021 02:43:55 PM,WEST,KING,K3
3203934,2015000374332,ASSISTANCE RENDERED,ONVIEW,9,"-ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","-ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",10/26/2015 06:55:31 AM,10/26/2015 06:55:31 AM,WEST,KING,K1
3861505,2016000068343,PROBLEM SOLVING PROJECT,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,02/26/2016 02:16:23 AM,02/26/2016 02:16:23 AM,SOUTHWEST,WILLIAM,W3
385628,2021000268510,ASSISTANCE RENDERED,ONVIEW,7,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",--PREMISE CHECKS - CRIME PREVENTION,10/10/2021 04:25:55 PM,10/10/2021 04:25:55 PM,NORTH,NORA,N2
